HST_ID,CHSTNAME,HST_KURZ,SUM_DWV,SUM_DTV,EIN_DWV,AUS_DWV,EIN_DTV,AUS_DTV,NHSTID,DIVA_NR,CNAME,VTYP,ZONEN,LINIEN,E,N,lng,lat
276,"Rüschlikon, Eggrain",EGGR,116.22000000000001,98.10575342465748,53.86,62.36,44.670849315068494,53.434904109589006,8590775.0,6448,Rüschlikon,Bus,150.0,"156,165,N15",2683601,1239898,8.5441362092,47.304666292700006
659,"Zürich, Strickhof",STRI,25.18,23.6525479452055,11.79,13.39,12.2720273972603,11.3805205479452,8591386.0,2598,Zürich,Bus,110.0,39,2683604,1249782,8.5460202325,47.39355696810001
296,"Kilchberg ZH, Auf Brunnen",AUFB,189.51,156.96397260274,75.14,114.37,61.9515068493151,95.0124657534247,8590671.0,118,Kilchberg ZH,Bus,150.0,161,2683701,1241468,8.5457512884,47.318773452399995
278,"Rüschlikon, Säumerstrasse",RSAU,360.16,265.708,167.18,192.98,121.94635616438403,143.76164383561598,8590782.0,3187,Rüschlikon,Bus,150.0,"165,N15",2683749,1240283,8.546164898999999,47.3081100362
137,"Zürich, ETH/Universitätsspital",ETHZ,22959.691075697203,18057.543616438295,10744.7497211155,12214.941354581699,8427.10947945205,9630.4341369863,8591123.0,736,Zürich,"Bus,Tram",110.0,"6,9,10,E,N11",2683796,1247976,8.548224835800001,47.3772906242
369,"Schlieren, Mülligen",MULL,1599.7564035856603,1260.86925287671,760.9687091633468,838.7876944223109,602.4913589041099,658.377893972603,8590795.0,1690,Schlieren,"Bus,Trolleybus",154.0,"31,N2",2677656,1249933,8.4672702599,47.3956430417
494,"Zürich, Juchhof",JUCH,100.28,83.62936986301371,38.62,61.66,32.6169315068493,51.012438356164395,8591215.0,3153,Zürich,Bus,110.0,307,2678097,1250236,8.473164059,47.3983159084
641,"Zürich, Friedhof Eichbühl",FEIC,63.61,62.3581643835616,17.28,46.33,18.9735342465753,43.3846301369863,8591141.0,893,Zürich,Bus,110.0,35,2678223,1248521,8.4745330953,47.38287722810001
547,"Zürich, Rütihof",RUET,1522.69772908367,1332.16621917808,809.0649800796809,713.632749003984,703.5131232876709,628.653095890411,8591328.0,2140,Zürich,Trolleybus,110.0,46,2678395,1251951,8.477411868099999,47.413704156099996
228,"Zürich, Bachmattstrasse",BACH,1240.26167330677,1074.1135890411,624.492549800797,615.7691235059762,538.637671232877,535.475917808219,8591051.0,137,Zürich,Tram,110.0,2,2678857,1249202,8.4830481969,47.388926176800005
258,"Zürich, Heizenholz",HEIZ,1535.83764940239,1244.41049315068,732.651075697211,803.1865737051788,589.4281095890409,654.9823835616439,8576241.0,1156,Zürich,"Bus,Trolleybus",110.0,"46,89,N4",2678883,1251795,8.483849909,47.4122429144
76,"Zürich, Goldackerweg",GOLD,992.7649402390442,833.7017534246579,461.3986055776889,531.366334661355,383.343150684932,450.35860273972605,8591163.0,1007,Zürich,Bus,110.0,80,2679251,1247313,8.487931404400001,47.371890297200004
255,"Zürich, Singlistrasse",SING,655.681195219124,561.379342465753,335.361832669323,320.3193625498009,285.10991780821894,276.269424657534,8591371.0,2402,Zürich,"Bus,Trolleybus",110.0,"46,N4",2679621,1251012,8.4934880224,47.4051123028
80,"Zürich, Tüffenwies",TUEF,4440.19892430279,3829.43224657535,2234.02860557769,2206.1703187251,1931.78361643836,1897.64863013699,8591402.0,2707,Zürich,"Bus,Tram",110.0,"17,80,89,304,308,485",2679724,1250214,8.494710187999999,47.397923136
343,"Zürich, Mühlacker",MUEH,458.472589641434,417.49819178082197,225.70406374502,232.768525896414,206.499726027397,210.998465753425,8591281.0,6628,Zürich,Bus,110.0,61,2679806,1253358,8.4963576187,47.4261882492
254,"Zürich, Wieslergasse",WIES,1775.1429083665303,1558.41794520548,983.983585657371,791.159322709163,859.510410958904,698.907534246575,8591431.0,2899,Zürich,"Bus,Trolleybus",110.0,"38,46,N4",2679809,1250898,8.4959581016,47.4040643047
78,"Zürich, Triemli",TRIE,12553.2695370518,11127.4872706849,6385.76124541833,6167.50829163347,5633.968938630141,5493.51833205479,8503610.0,2680,Zürich,"Bus,Tram,Trolleybus",110.0,"9,14,33,80,215,220,235,236,245,350,N14",2679817,1246895,8.495349984299999,47.3680627231
154,"Zürich, Friedhof Sihlfeld",FSIH,599.534741035856,545.332,299.806573705179,299.7281673306771,272.893068493151,272.438931506849,8591145.0,897,Zürich,Trolleybus,110.0,72,2680979,1247786,8.5108933759,47.3759341064
487,"Zürich, Binz Center",BINC,1013.39,704.075095890411,501.58,511.81,348.25298630137,355.8221095890411,8591084.0,3714,Zürich,Bus,110.0,76,2681012,1246226,8.5110480105,47.361900297700004
491,"Zürich, Waidbadstrasse",WAIB,615.308565737051,575.06002739726,243.540039840637,371.768525896414,227.41252054794498,347.64750684931494,8591416.0,2799,Zürich,Bus,110.0,"38,69",2681144,1250350,8.5135429439,47.3989728259
622,"Zürich, Im Hüsli",IHUS,817.69,729.422,283.78,533.91,254.903616438356,474.518383561644,8591210.0,1310,Zürich,Bus,110.0,"70,N12",2681188,1242485,8.512699798,47.3282339868
624,"Zürich, Mittelleimbach",MITL,1130.71,1023.9508219178099,547.09,583.62,492.979205479452,530.971616438356,8591278.0,1648,Zürich,Bus,110.0,"70,151,N12",2681316,1241920,8.5142905065,47.323136866300004
222,"Zürich, Lochergut",LOCH,9036.05988047808,8276.362273972598,4519.026653386451,4517.033227091629,4154.09312328767,4122.26915068493,8591259.0,1579,Zürich,"Bus,Tram",110.0,"2,3,N14",2681479,1247735,8.517503916499999,47.3754138059
216,"Zürich, Kreuzstrasse",KRES,6651.071354581669,5423.93005479452,3545.59370517928,3105.47764940239,2905.4492602739697,2518.48079452055,8576196.0,1456,Zürich,"Bus,Tram",110.0,"2,4,912,916,N18",2683936,1246410,8.5497848124,47.363189194700006
728,"Kilchberg ZH, Lindt & Sprüngli",LISP,68.93,51.0169589041096,38.31,30.62,27.9360273972603,23.0809315068493,8590681.0,1577,Kilchberg ZH,Bus,150.0,163,2684107,1241507,8.5511281037,47.319072554899996
280,"Rüschlikon, Langhaldenstrasse",LANH,57.06,45.6530410958904,21.02,36.04,17.2242739726027,28.428767123287695,8590776.0,1505,Rüschlikon,Bus,150.0,"165,N15",2684126,1240062,8.5511084377,47.3060745012
102,Glattpark,GGLA07,5918.972350597609,4954.58010958904,2941.69011952191,2977.2822310757,2468.1138630136998,2486.46624657534,8591830.0,6461,Glattpark,"Bus,Tram",110.0,"10,11,12,N7",2684372,1252776,8.556756624,47.420384840699995
662,"Zürich, Spyristeig",SPYS,24.74,22.3636712328767,10.39,14.35,9.2873698630137,13.076301369863,8591377.0,2452,Zürich,Bus,110.0,39,2684384,1248981,8.5561994106,47.3862538722
220,"Zürich, Wildbachstrasse",WILD,4028.4126697211104,3442.7928769863097,2020.4284107569697,2007.9842589641403,1717.87570164384,1724.91717534247,8576200.0,2907,Zürich,"Bus,Tram,Trolleybus",110.0,"2,4,33,912,916,N18",2684637,1245308,8.5588552695,47.3531888371
4,"Zürich, Bahnhof Tiefenbrunnen",BTIE,8614.547899203188,7679.33055534247,4409.29413984064,4205.25375936255,3957.96723041096,3721.36332493151,8576182.0,3041,Zürich,"Bus,Tram,Trolleybus",110.0,"2,4,33,910,912,916,N18",2684803,1245002,8.5609941707,47.3504155229
53,"Zürich, Saatlenstrasse",SAAT,2612.0890836653407,2241.3033972602802,1247.9545418326702,1364.1345418326703,1072.83789041096,1168.46550684932,8591330.0,2145,Zürich,Bus,110.0,"61,62,94",2684848,1251718,8.5628630439,47.410808843599995
594,"Zürich Flughafen, Bahnhof",FLUG07,9485.7,8400.713534246572,4464.24,5021.46,3992.06608219178,4408.64745205479,8573205.0,3027,Zürich Flughafen,"Bus,Tram",121.0,"10,12,510,520,521,524,530,531,731,732,733,734,735,736,737,759,765,768",2684851,1256094,8.5637340854,47.450162584
59,"Zürich, Herbstweg",HERB,428.290517928287,374.5454246575351,258.298247011952,169.992270916335,228.99326027397296,145.55216438356197,8591185.0,1160,Zürich,Bus,110.0,"61,62",2684996,1251501,8.5647825179,47.4088382255
357,"Zürich, Hölderlinsteig",HSTG,444.83131434263,382.54950657534204,198.964677290837,245.866637051793,170.434942465753,212.11456410958897,8591198.0,3470,Zürich,Trolleybus,110.0,33,2685074,1246831,8.5649277885,47.366829483500005
707,"Zürich, Orionstrasse",ORIO,32.2,30.374739726027396,14.89,17.31,13.9497260273973,16.4250136986301,8591297.0,3001,Zürich,Bus,110.0,79,2685088,1252379,8.5661684537,47.4167223913
706,"Zürich, Auzelg Ost",AUZO,147.13,126.732794520548,73.89,73.23999999999998,63.7845753424658,62.9482191780822,8591050.0,134,Zürich,Bus,110.0,79,2685531,1252028,8.5719708811,47.4135083773
148,"Zürich, Heerenwiesen",HEER,1262.71302788845,1111.20567123288,694.895418326693,567.817609561753,606.7365753424662,504.4690958904109,8591181.0,1139,Zürich,"Bus,Tram",110.0,"9,N11",2685874,1251055,8.5763283204,47.404713336099995
427,"Zürich, Roswiesen",ROSW,1230.5359760956203,1104.2254520547901,616.478605577689,614.0573705179279,554.188684931507,550.036767123288,8591325.0,2107,Zürich,Tram,110.0,7,2685926,1250860,8.5769796713,47.40295287399999
632,"Zollikon, Allmend",ZALL,270.56,235.038136986302,113.79,156.77,101.03295890410999,134.005178082192,8576187.0,53,Zollikon,Bus,140.0,"910,N18",2686484,1244199,8.5830841056,47.3429754526
676,"Zürich, Witikon Zentrum",WITZ,55.8,49.661315068493096,32.2,23.6,26.339342465753397,23.321972602739695,8591438.0,3773,Zürich,Bus,110.0,91,2686621,1246003,8.5852456036,47.3591814865
631,"Zollikon, Schützenstrasse",SUET,119.51,100.926547945205,59.24,60.27,48.96920547945211,51.957342465753406,8576188.0,2341,Zollikon,Bus,140.0,"910,N18",2686710,1244418,8.586116755099999,47.3449153175
14,"Küsnacht ZH, Schiedhaldensteig",SIHG,90.73,74.9853424657535,36.08,54.65,29.546246575342497,45.439095890411,8576210.0,2167,Küsnacht ZH,Bus,140.0,"912,919,N18",2686784,1241815,8.5865919979,47.3214957521
677,"Zürich, Buchholz",BUHO,69.8,64.7985753424658,34.4,35.4,31.896219178082198,32.902356164383605,8591102.0,3787,Zürich,Bus,110.0,91,2686879,1246201,8.5886987257,47.3609282079
689,"Küsnacht ZH, Bergstrasse",BEST,56.65,47.4873150684932,25.29,31.36,21.2466575342466,26.2406575342466,8576218.0,462,Küsnacht ZH,Bus,140.0,916,2687033,1241034,8.5897337217,47.31443906689999
467,"Wallisellen, Bahnhof",BWAL07,4350.06,3546.3956164383494,2299.66,2050.4,1872.3435068493093,1674.05210958904,8587655.0,2820,Wallisellen,"Bus,Tram",121.0,"12,759,761,771,772,N11,N78",2687084,1251963,8.5925336251,47.41272025520001
466,"Wallisellen, Florastrasse",WFLO07,0.0,2.97895890410959,0.0,0.0,0.15671232876712302,2.8222465753424704,8590884.0,3241,Wallisellen,Bus,121.0,"759,772,N11",2687423,1251863,8.597005343300001,47.411776015600005
692,"Küsnacht ZH, Ränkestrasse",RAEN,68.71,53.6183287671233,8.48,60.23,6.3953972602739695,47.2229315068493,8576221.0,2122,Küsnacht ZH,Bus,140.0,916,2687452,1241055,8.595278752,47.3145725135
444,"Dübendorf, Breitibach",DBRE,319.35,265.5839178082189,158.94,160.41,128.814301369863,136.769616438356,8590552.0,2422,Dübendorf,Bus,121.0,"743,744,745,752,754,N17",2688288,1250118,8.6081205755,47.395967512
447,"Dübendorf, Kirche Wil",KWIL,401.65,331.4288493150681,173.72,227.93,141.453808219178,189.97504109589002,8590570.0,1414,Dübendorf,Bus,121.0,"743,744,745,754,N17",2689060,1249392,8.6182006836,47.3893345213
449,"Fällanden, Bruggacher",FBRU,137.4151,109.010055068493,80.62686999999998,56.78823,64.1922859452055,44.8177691232877,8590604.0,544,Fällanden,Bus,121.0,"743,744,745",2690173,1247811,8.632621196,47.3749648637
515,"Ebmatingen, Leeacherstrasse",LEEA,192.42,159.185698630137,78.884,113.536,64.55447671232882,94.6312219178082,8590596.0,1527,Ebmatingen,Bus,121.0,"701,744,N16",2690341,1245568,8.6343928012,47.3547700216
450,"Fällanden, Zil",FZIL,409.81,323.582219178082,152.34,257.47,121.342082191781,202.24013698630097,8590612.0,2999,Fällanden,Bus,121.0,"743,744,745",2690435,1247525,8.6360320593,47.3723568972
759,"Wangen, Stierwisen",STIE,0.0,3.06443835616439,0.0,0.0,0.047013698630137,3.01742465753425,8590904.0,6364,Wangen bei Dübendorf,Bus,121.0,"759,N17",2690883,1251675,8.6428060812,47.4096168322
574,"Fällanden, Industrie",FAEI,419.404,307.145326027397,192.686,226.718,141.417495890411,165.72783013698597,8590607.0,1324,Fällanden,Bus,121.0,"704,705",2691057,1247953,8.6443534453,47.3761203222
657,"Killwangen, Bahnhof",BKIS,582.64,462.118794520548,280.36,302.28,217.87375342465802,244.24504109589,8590239.0,3822,Killwangen,Bus,,303,2669111,1253959,8.3547149808,47.4328029108
572,"Spreitenbach, Glattler",SGLA,62.0924302788844,42.69917808219169,40.62597609561751,21.4664541832669,27.937315068493096,14.7618630136986,8595708.0,6958,Spreitenbach,Bus,184.0,315,2669752,1252634,8.3630040313,47.420818937700005
649,"Spreitenbach, Brüel",BRUL,646.81,556.116082191781,326.62,320.19,283.37298630137,272.743095890411,8590270.0,3520,Spreitenbach,Bus,184.0,303,2670456,1252302,8.3722804902,47.4177581459
563,Kindhausen AG,KIND,157.18621513944197,138.21797260274,74.83760956175298,82.3486055776892,64.6590684931507,73.55890410958898,8587018.0,1397,Kindhausen AG,Bus,184.0,"305,315",2670768,1249671,8.3759982072,47.3940627181
648,"Spreitenbach, Asp",ASPS,139.34,118.444273972603,69.78,69.56,59.3643835616438,59.0798904109589,8590268.0,3460,Spreitenbach,Bus,184.0,303,2671008,1251911,8.3795325712,47.4141823972
566,"Bergdietikon, Bernold",BOLD,43.269243027888486,34.3095890410958,24.070677290836695,19.1985657370518,19.420164383561602,14.8894246575342,8590202.0,466,Bergdietikon,Bus,184.0,"305,315",2671693,1249004,8.388142431,47.3879640038
567,"Bergdietikon, Bergli",BERL,69.9929083665339,55.305808219178104,36.6988844621514,33.2940239043825,28.3592328767123,26.946575342465803,8590201.0,457,Bergdietikon,Bus,184.0,"305,315",2671805,1249367,8.3896838953,47.3912164675
557,"Dietikon, Lerzen",LERZ,637.7464,464.32193534246596,302.632,335.1144,218.169402739726,246.15253260274,8590519.0,1540,Dietikon,Bus,154.0,309,2672479,1252313,8.399087663200001,47.4176375149
558,"Dietikon, Pestalozzi",PEST,354.2658,260.4236597260269,160.627,193.6388,117.70010136986299,142.723558356164,8590523.0,1868,Dietikon,Bus,154.0,309,2672534,1251920,8.3997526529,47.4140970264
552,"Geroldswil, Schweizäcker",SWAK,175.8328,145.72611726027398,92.2956,83.5372,75.28935780821918,70.4367594520548,8590616.0,2303,Geroldswil,Bus,154.0,301,2672874,1252907,8.4044183841,47.422936027
507,"Dietikon, Birmensdorferstrasse",BIRM,808.2844,643.2202860273978,403.1776,405.1068,320.964596164384,322.25568986301397,8590512.0,502,Dietikon,Bus,154.0,"303,314,N30",2673888,1250100,8.4173915403,47.3975783812
601,"Glanzenberg, Bahnhof",GLAN,326.32,281.391232876712,153.88,172.44,136.175945205479,145.215287671233,8590619.0,3727,Dietikon,Bus,154.0,311,2674052,1250228,8.419584954,47.398711131599995
194,"Urdorf, Schlierenstrasse",SCHS,556.4,454.03561643835604,311.63,244.77,253.47657534246602,200.55904109589,8590846.0,2238,Urdorf,Bus,154.0,"302,308",2674332,1249392,8.4231547784,47.391161034700005
605,"Urdorf, Neumattstrasse",NMAT,97.6522,108.66291013698601,52.0532,45.599,61.023323835616395,47.639586301369896,8590842.0,1726,Urdorf,Bus,154.0,"311,N30",2674336,1248967,8.42313714,47.3873383424
503,"Urdorf, Heinrich-Stutz-Strasse",HEIN,156.5924,107.68408876712299,68.1606,88.43179999999998,46.8720838356164,60.8120049315068,8590838.0,6297,Urdorf,Bus,154.0,314,2674502,1247101,8.4250248216,47.370537658
603,"Schlieren, Steinacker",STAK,671.18,560.246356164384,336.12,335.06,281.494849315069,278.751506849315,8590801.0,3748,Schlieren,Bus,154.0,"303,311",2674568,1249953,8.4263737932,47.396179713100004
740,"Birmensdorf ZH, Untere Risi",BIRMURI,0.0,0.827726027397261,0.0,0.0,0.05841095890411,0.7693150684931509,8503698.0,2748,Birmensdorf ZH,Bus,154.0,"215,245,N14",2676173,1245925,8.4469462582,47.3597702369
365,"Zürich, Güterbahnhof",GUET,3116.05297649403,2702.52662219178,1581.5086561752996,1534.54432031873,1372.27474712329,1330.2518750684899,8591169.0,1076,Zürich,"Tram,Trolleybus",110.0,"8,31",2681658,1248282,8.5199735899,47.38031103350001
544,"Zürich, Lehenstrasse",LEHE,1142.00458167331,1017.0286849315102,527.698525896414,614.306055776892,467.0835342465751,549.945150684931,8591247.0,1528,Zürich,"Bus,Trolleybus",110.0,"46,N8",2681689,1250043,8.5207055958,47.396144503100004
309,"Zürich, Hürstholz",HUER,33.87,31.099643835616497,18.25,15.62,16.9403561643836,14.159287671232901,8591206.0,1292,Zürich,Bus,110.0,40,2681820,1252351,8.5228630345,47.416884799099996
71,"Zürich, Waidhof",WAIH,628.2577689243019,579.9246027397259,322.829322709163,305.42844621513893,297.519835616438,282.404767123288,8591418.0,2801,Zürich,Bus,110.0,"62,N1",2681822,1253127,8.5230316279,47.4238633269
683,"Adliswil, Bahnhof",BADL01,1121.9742629482098,952.199671232877,575.720677290837,546.2535856573709,488.99701369863,463.20265753424707,8590464.0,28,Adliswil,Bus,150.0,"151,152,153,156,184,185,E",2682091,1240668,8.524311941599999,47.311780943900004
92,"Zürich, Mötteliweg",MOTT,1103.0904382470098,979.435452054795,525.66390438247,577.4265338645419,465.55726027397293,513.878191780822,8591280.0,3451,Zürich,Bus,110.0,80,2682096,1252029,8.5264608354,47.413954608599994
311,"Zürich, Maienweg",MAIE,271.21,238.51356164383597,113.17,158.04,98.4160821917808,140.09747945205498,8591266.0,1611,Zürich,Bus,110.0,40,2682100,1251350,8.5263891214,47.407847666
159,"Zürich, Waffenplatzstrasse",WAFF,7552.587649402388,6374.291671232881,4060.10498007968,3492.48266932271,3422.24484931507,2952.04682191781,8591415.0,2795,Zürich,"Bus,Tram,Trolleybus",110.0,"5,13,17,66,72,N12",2682123,1246195,8.5257476794,47.361484008699996
166,"Zürich, Waffenplatz-/Bederstr.",WAFB,1279.4419920318699,1060.91561643836,280.347450199203,999.094541832669,232.953452054795,827.9621643835619,8591414.0,6019,Zürich,"Bus,Trolleybus",110.0,"66,72",2682180,1246216,8.5265059871,47.361665766099996
160,"Zürich, Hügelstrasse",HUEG,1276.4739840637403,1099.8868219178098,643.932749003984,632.5412350597609,555.5472876712329,544.3395342465749,8591204.0,1288,Zürich,"Bus,Trolleybus",110.0,"66,72",2682222,1245869,8.526998197000001,47.3585398078
312,"Zürich, Krematorium Nordheim",KNOR,52.9,44.33298630136991,21.93,30.97,17.9105479452055,26.4224383561644,8591235.0,1445,Zürich,Bus,110.0,40,2682243,1251076,8.528233118200001,47.4053656586
269,"Adliswil, Krone",KROA01,65.93961,55.9628003013698,31.56,34.37961,27.001424657534198,28.961375643835602,8590474.0,1462,Adliswil,Bus,150.0,"184,N12",2682341,1240816,8.5276450276,47.3130808338
415,"Zürich, Röntgenstrasse",ROEN,3864.6584860557696,3413.6728767123295,1899.47243027888,1965.18605577689,1686.18482191781,1727.48805479452,8591322.0,2127,Zürich,Trolleybus,110.0,32,2682357,1248472,8.5292638126,47.3819327715
141,"Zürich, Stauffacher",STAU,46003.8048605577,40047.894191780804,22599.015776892404,23404.7890836653,19678.171068493095,20369.723123287695,8591381.0,2556,Zürich,"Bus,Tram",110.0,"2,3,8,9,14,N14",2682369,1247526,8.5292486048,47.373423535600004
93,"Zürich, Chaletweg",CHAL,1902.8492031872495,1599.47043835616,888.656414342629,1014.19278884462,750.8113972602739,848.6590410958898,8591108.0,3450,Zürich,Bus,110.0,80,2682456,1251969,8.5312194332,47.4133700292
264,"Zürich, Wollishofen",WOLL,8515.637131474099,7529.09901369863,4221.39916334661,4294.23796812749,3708.6629315068494,3820.43608219178,8591439.0,2950,Zürich,"Bus,Tram",110.0,"7,184,185,N12",2682492,1243638,8.530160973400001,47.3384416725
678,"Zürich, Maillartstrasse",MAIL,740.58,637.7791232876709,401.32,339.26,343.108,294.6711232876709,8591267.0,3788,Zürich,Bus,110.0,64,2682518,1252285,8.5320992099,47.4162041355
680,"Adliswil, Moos",ADMO,56.06,47.12049315068499,27.17,28.89,22.378657534246603,24.741835616438397,8590477.0,6592,Adliswil,Bus,150.0,185,2682586,1242160,8.5311323653,47.3251375151
679,"Zürich, Stierenried",SRIE,187.01,166.703150684932,98.09,88.92,87.346,79.35715068493148,8591383.0,6117,Zürich,Bus,110.0,64,2682772,1252335,8.5354738751,47.416621916800004
106,"Zürich, Radiostudio",RADI,4915.208167330681,4417.27701369863,2423.2183266932307,2491.9898406374496,2165.4432328767107,2251.83378082192,8591307.0,2017,Zürich,"Bus,Tram,Trolleybus",110.0,"11,32,40,N1,N7",2682773,1250707,8.535185679,47.4019807311
392,"Zürich, Stockerstrasse",STOC,17039.3009960159,13191.2053972603,8581.01729083665,8458.28370517928,6629.85150684932,6561.353890410959,8591384.0,2582,Zürich,Tram,110.0,"6,7,8,13,17",2682843,1246915,8.535410816799999,47.3678691553
346,"Zürich, Rotbuchstrasse",ROTB,4444.62582749004,3946.50162383562,2212.78031513944,2231.8455123506,1954.46517561644,1992.0364482191803,8591326.0,2108,Zürich,Trolleybus,110.0,"32,33",2682860,1249518,8.5361178028,47.3912767403
333,"Zürich, Himmeri",HIMM,1359.42685258964,1176.33906849315,620.4023107569719,739.0245418326691,535.517095890411,640.8219726027401,8591191.0,6250,Zürich,Bus,110.0,"75,N6",2683006,1252714,8.5386447082,47.420000899799994
733,"Kilchberg ZH, Obere Hornhalde",KOBE,19.74,15.040602739726,9.04,10.7,6.997260273972599,8.04334246575342,8594254.0,6780,Kilchberg ZH,Bus,150.0,163,2683104,1242882,8.538117758,47.3315657537
114,"Zürich, Bahnhofstrasse/HB",BSTR,55761.271075697194,47676.9773150685,29163.9002390438,26597.370836653405,25217.714027397295,22459.2632876712,8591067.0,416,Zürich,"Bus,Tram",110.0,"6,7,11,13,17,N1,N6,N13",2683135,1247848,8.5394494639,47.3762232054
95,"Zürich, Max-Bill-Platz",MAXB,4716.70784860558,4075.7309863013697,2357.31139442231,2359.39645418327,2040.3809315068493,2035.35005479452,8591272.0,3764,Zürich,Bus,110.0,"64,75,80,N6,N7",2683218,1252055,8.5413311112,47.4140475868
288,"Zürich, Stadtgrenze",STAD,813.07,716.2662191780821,422.52,390.55,371.66520547945197,344.60101369862997,8591378.0,2461,Zürich,Bus,110.0,"161,165,N15",2683352,1243272,8.5414709553,47.335041911000005
301,"Kilchberg ZH, Hornhaldenstr.",HORN,182.7,157.41002739726,80.20999999999998,102.49,66.8793150684932,90.53071232876707,8590677.0,1249,Kilchberg ZH,Bus,150.0,"161,N15",2683385,1242946,8.5418468899,47.332105865500004
295,"Kilchberg ZH, Kirche",KILB,716.08917,614.593648410958,319.80917,396.28,277.276607315068,337.31704109589003,8590678.0,1401,Kilchberg ZH,Bus,150.0,"161,162",2683391,1241358,8.541630965,47.317823429799994
387,"Zürich, Sonneggstrasse",SONN,3381.16784860558,2746.6230410958897,1559.8343824701199,1821.33346613546,1280.42797260274,1466.19506849315,8591373.0,2411,Zürich,"Bus,Tram",110.0,"7,15,N6",2683445,1248588,8.5436917373,47.3828390988
328,"Zürich, Birch-/Glatttalstrasse",BIGL,1982.17426294821,1748.18202739726,929.7049800796809,1052.4692828685297,817.0049041095889,931.1771232876707,8591085.0,497,Zürich,Bus,110.0,"75,742,N6",2683560,1253545,8.5461409291,47.4274041874
132,"Zürich, Letzistrasse",LETZ,2637.1567330677294,2334.4637808219095,1273.9837051792797,1363.17302788845,1120.8514246575298,1213.6123561643797,8591255.0,1550,Zürich,"Bus,Tram",110.0,"9,10,39,N11",2683569,1249462,8.5454969099,47.3906835496
298,"Kilchberg ZH, Kreuzstrasse",KREK,219.77948,173.120135561644,97.78948,121.99,76.5299163835616,96.5902191780822,8590680.0,1457,Kilchberg ZH,Bus,150.0,"161,162,163",2683653,1242167,8.5452468462,47.3250659993
297,"Kilchberg ZH, Schwelle",KSCH,327.12018,265.53886350685,122.03,205.09018,99.4313698630137,166.107493643836,8590690.0,2304,Kilchberg ZH,Bus,150.0,"161,162,163,N15",2683657,1241790,8.545229429299999,47.321674943299996
741,"Uitikon, Dorf",UITIDRF,0.0,7.579178082191781,0.0,0.0,2.3492602739726003,5.22991780821918,8503699.0,687,Uitikon,Bus,154.0,"201,215,245,N14",2676701,1247129,8.454140973300001,47.3705372187
738,"Waldegg, Leuen",WALDLEU,0.0,2.16405479452055,0.0,0.0,0.047013698630137,2.11704109589041,8583613.0,6907,Waldegg bei Uitikon,Bus,154.0,"220,350,N14",2677129,1246273,8.4596595789,47.362788816800006
177,"Oberengstringen, Zentrum",OBEE,1091.79,929.990821917808,546.01,545.78,466.394821917808,463.596,8590728.0,2984,Oberengstringen,Bus,154.0,"304,308,N4",2677284,1251428,8.4626016204,47.4091319446
742,"Waldegg, Post",WALPOST,0.0,0.122520547945205,0.0,0.0,0.11397260273972601,0.008547945205479,8503709.0,1991,Waldegg bei Uitikon,Bus,154.0,"201,215,245,N14",2677329,1246879,8.462411530299999,47.368215453299996
640,"Zürich, Loogarten",LOOG,208.84,174.916,100.89,107.95,83.90090410958898,91.01509589041099,8591260.0,1581,Zürich,Bus,110.0,35,2678047,1249247,8.4723292314,47.3894273402
493,"Zürich, Vulkanstrasse",VULK,31.26,22.1590684931507,20.23,11.03,14.2506575342466,7.90841095890411,8591413.0,3588,Zürich,Bus,110.0,307,2678927,1249806,8.484081770700001,47.394349814099996
257,"Zürich, Giblenstrasse",GIBL,829.1088446215139,737.115178082192,351.249442231076,477.859402390438,310.435753424658,426.679424657534,8591158.0,979,Zürich,"Bus,Trolleybus",110.0,"46,N4",2679044,1251629,8.4859536047,47.410730711899994
82,"Zürich, Hohenklingensteig",HOHE,458.540717131474,411.14931506849297,231.881912350598,226.658804780876,207.73649315068496,203.412821917808,8591197.0,1231,Zürich,Bus,110.0,"80,89,304,308",2679379,1250590,8.4902073408,47.40134631390001
77,"Zürich, In der Ey",IDEY,2341.25534900398,2071.69217150685,1139.6513501992,1201.60399880478,1002.76818876712,1068.9239827397298,8591214.0,1320,Zürich,"Bus,Trolleybus",110.0,"33,80,N14",2679534,1247022,8.4916262607,47.3692391066
698,"Zürich, Friedhof Hönggerberg",FHOE,67.46,68.6441643835617,16.86,50.6,19.0563287671233,49.5878356164384,8591143.0,895,Zürich,Bus,110.0,38,2679664,1251438,8.4941335495,47.4089382707
354,"Zürich, Schulhaus Altweg",ALTW,1581.8885211155398,1386.9425720547997,907.0287171314739,674.859803984064,788.852652054795,598.08992,8591344.0,3155,Zürich,"Bus,Trolleybus",110.0,"33,N14",2679724,1247362,8.4942020346,47.372273923
407,"Zürich, Würzgraben",WURZ,538.253466135458,446.702684931507,244.021274900398,294.23219123505993,197.771890410959,248.93079452054798,8591896.0,6648,Zürich,Tram,110.0,4,2679743,1249566,8.4948463186,47.3920931228
42,"Zürich, Sackzelg",SACK,2780.99735856573,2422.53273150685,1384.84243904382,1396.1549195219102,1202.47080054795,1220.0619309589,8591331.0,2147,Zürich,"Bus,Trolleybus",110.0,"33,67,N14",2679820,1247598,8.4955150396,47.3743847547
